id,trip_id,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp,stop_id,vehicle_id,license_plate,geometry
1711_735,5271_20250601_172_1_10,172_1,1,38.72132873535156,-9.129179954528809,8,IN_TRANSIT_TO,2025-06-05 15:15:53,9110,1711,69-AL-74,POINT (-9.129179954528809 38.72132873535156)
1719_701,2978_20250601_123_0_16,123_0,0,38.74903106689453,-9.149080276489258,5,IN_TRANSIT_TO,2025-06-05 15:15:54,2006,1719,25-AS-31,POINT (-9.149080276489258 38.74903106689453)
578_18E,12202_20250601_78_0_4,78_0,1,38.70492172241211,-9.178629875183105,13,IN_TRANSIT_TO,2025-06-03 08:07:04,12119,578,,POINT (-9.178629875183105 38.70492172241211)
557_28E,14895_20250601_75_0_9,75_0,1,38.71324920654297,-9.130180358886719,35,IN_TRANSIT_TO,2025-06-05 15:15:57,5602,557,,POINT (-9.130180358886719 38.71324920654297)
4820_751,6514_20250601_109_0_14,109_0,0,38.70471954345703,-9.177769660949707,9,IN_TRANSIT_TO,2025-06-05 15:15:42,12121,4820,20-VQ-62,POINT (-9.177769660949707 38.70471954345703)
2629_781,7756_20250601_151_0_13,151_0,1,38.788978576660156,-9.12427043914795,1,IN_TRANSIT_TO,2025-06-05 15:15:58,16309,2629,52-VP-81,POINT (-9.12427043914795 38.788978576660156)
2971_770,7364_20250601_191_0_18,191_0,0,38.739471435546875,-9.170370101928711,2,IN_TRANSIT_TO,2025-06-05 15:15:55,1618,2971,29-VM-98,POINT (-9.170370101928711 38.739471435546875)
2297_724,4191_20250601_178_0_16,178_0,1,38.72727966308594,-9.2006196975708,19,IN_TRANSIT_TO,2025-06-05 15:15:43,50183,2297,83-06-ZM,POINT (-9.2006196975708 38.72727966308594)
2809_725,4239_20250601_197_0_27,197_0,0,38.790130615234375,-9.123769760131836,14,IN_TRANSIT_TO,2025-06-05 15:14:04,16309,2809,01-IH-98,POINT (-9.123769760131836 38.790130615234375)
541_24E,17852_20250601_213_0_18,213_0,0,38.71316909790039,-9.143400192260742,3,IN_TRANSIT_TO,2025-06-05 15:15:43,10503,541,,POINT (-9.143400192260742 38.71316909790039)
2408_716,3718_20250601_164_0_18,164_0,1,38.73522186279297,-9.14186954498291,23,IN_TRANSIT_TO,2025-06-05 15:15:41,11101,2408,50-AL-08,POINT (-9.14186954498291 38.73522186279297)
2498_793,8019_20250601_145_0_16,145_0,0,38.73377990722656,-9.112469673156738,6,IN_TRANSIT_TO,2025-06-05 15:15:46,17572,2498,03-BM-57,POINT (-9.112469673156738 38.73377990722656)
2771_713,3592_20250601_122_0_12,122_0,1,38.73345184326172,-9.154529571533203,31,IN_TRANSIT_TO,2025-06-05 15:15:36,1406,2771,AH-20-ND,POINT (-9.154529571533203 38.73345184326172)
604_15E,11318_20250601_76_0_14,76_0,1,38.69501876831055,-9.214520454406738,5,IN_TRANSIT_TO,2025-06-05 15:15:43,13205,604,,POINT (-9.214520454406738 38.69501876831055)
1725_756,6741_20250601_175_0_2,175_0,0,38.74222183227539,-9.13187026977539,6,IN_TRANSIT_TO,2025-06-05 15:15:43,301,1725,25-AS-37,POINT (-9.13187026977539 38.74222183227539)
2434_767,7272_20250601_112_0_9,112_0,0,38.7535514831543,-9.209329605102539,41,IN_TRANSIT_TO,2025-06-05 15:15:48,11006,2434,29-AU-24,POINT (-9.209329605102539 38.7535514831543)
2410_767,7223_20250601_112_0_8,112_0,1,38.76166915893555,-9.165430068969727,25,IN_TRANSIT_TO,2025-06-05 15:16:05,50006,2410,92-AO-46,POINT (-9.165430068969727 38.76166915893555)
268_61B,21530_20250601_241_0_20,241_0,1,38.725929260253906,-9.169429779052734,15,IN_TRANSIT_TO,2025-06-05 15:15:50,50506,268,AH-56-CZ,POINT (-9.169429779052734 38.725929260253906)
2685_711,3517_20250601_101_0_11,101_0,0,38.724300384521484,-9.18002986907959,10,IN_TRANSIT_TO,2025-06-05 15:15:53,8607,2685,93-XA-46,POINT (-9.18002986907959 38.724300384521484)
2322_712,3558_20250601_189_0_13,189_0,0,38.733219146728516,-9.132499694824219,15,IN_TRANSIT_TO,2025-06-05 15:15:58,503,2322,67-46-ZJ,POINT (-9.132499694824219 38.733219146728516)
1752_717,3822_20250601_170_0_12,170_0,1,38.75703048706055,-9.144570350646973,28,IN_TRANSIT_TO,2025-06-05 15:15:47,11304,1752,34-HU-18,POINT (-9.144570350646973 38.75703048706055)
2479_726,4317_20250601_116_0_11,116_0,0,38.765899658203125,-9.198829650878906,29,IN_TRANSIT_TO,2025-06-05 15:14:33,13910,2479,91-BE-74,POINT (-9.198829650878906 38.765899658203125)
2986_730,4967_20250601_198_0_16,198_0,0,38.72251892089844,-9.138919830322266,20,IN_TRANSIT_TO,2025-06-05 15:15:55,9201,2986,30-VM-12,POINT (-9.138919830322266 38.72251892089844)
2210_708,3276_20250601_100_0_12,100_0,0,38.74599838256836,-9.131070137023926,11,IN_TRANSIT_TO,2025-06-05 15:15:54,313,2210,01-66-XO,POINT (-9.131070137023926 38.74599838256836)
2402_771,39066_20250601_248_0_3,248_0,1,38.722599029541016,-9.173419952392578,15,IN_TRANSIT_TO,2025-06-05 15:15:46,50324,2402,50-AL-13,POINT (-9.173419952392578 38.722599029541016)
2634_781,7721_20250601_151_0_13,151_0,0,38.75508117675781,-9.100529670715332,13,IN_TRANSIT_TO,2025-06-05 15:15:40,2316,2634,52-VP-85,POINT (-9.100529670715332 38.75508117675781)
2412_716,3744_20250601_164_0_14,164_0,1,38.749881744384766,-9.194649696350098,19,IN_TRANSIT_TO,2025-06-05 15:16:02,33101,2412,92-AO-48,POINT (-9.194649696350098 38.749881744384766)
4831_736,5424_20250601_199_0_9,199_0,0,38.75127029418945,-9.149129867553711,12,IN_TRANSIT_TO,2025-06-05 15:15:47,2015,4831,20-VQ-61,POINT (-9.149129867553711 38.75127029418945)
1771_735,5182_20250601_172_0_12,172_0,1,38.72819900512695,-9.128170013427734,18,IN_TRANSIT_TO,2025-06-05 15:15:39,7004,1771,63-HX-27,POINT (-9.128170013427734 38.72819900512695)
