id,trip_id,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp,stop_id,vehicle_id,license_plate,geometry
2689_713,3621_20250101_122_0_13,122_0,0,38.71427917480469,-9.160719871520996,16,IN_TRANSIT_TO,2025-02-19 15:55:55,8104,2689,93-XA-45,POINT (-9.160719871520996 38.71427917480469)
4645_750,6421_20250101_106_0_10,106_0,1,38.75798034667969,-9.110520362854004,33,IN_TRANSIT_TO,2025-02-19 15:55:25,8409,4645,98-JO-46,POINT (-9.110520362854004 38.75798034667969)
4648_750,6401_20250101_106_0_10,106_0,0,38.75762939453125,-9.108869552612305,6,IN_TRANSIT_TO,2025-02-19 15:55:43,2302,4648,98-JO-47,POINT (-9.108869552612305 38.75762939453125)
2793_764,7135_20250101_168_0_13,168_0,0,38.74367141723633,-9.205849647521973,22,IN_TRANSIT_TO,2025-02-19 15:55:43,8814,2793,AJ-58-LI,POINT (-9.205849647521973 38.74367141723633)
2302_735,5275_20250101_172_0_10,172_0,1,38.705848693847656,-9.14387035369873,34,IN_TRANSIT_TO,2025-02-19 15:55:30,3820,2302,83-08-ZM,POINT (-9.14387035369873 38.705848693847656)
2253_758,6793_20250101_150_0_11,150_0,0,38.7335205078125,-9.163370132446289,16,IN_TRANSIT_TO,2025-02-19 15:55:45,2711,2253,80-52-ZE,POINT (-9.163370132446289 38.7335205078125)
4607_728,4661_20250101_204_0_7,204_0,1,38.702579498291016,-9.175250053405762,40,IN_TRANSIT_TO,2025-02-19 15:55:46,4002,4607,96-GL-84,POINT (-9.175250053405762 38.702579498291016)
6022_729,4801_20250101_104_0_10,104_0,0,38.745548248291016,-9.2006196975708,17,IN_TRANSIT_TO,2025-02-19 15:55:42,50614,6022,BF-48-BB,POINT (-9.2006196975708 38.745548248291016)
2440_771,21942_20250101_248_0_17,248_0,1,38.73699951171875,-9.166279792785645,22,IN_TRANSIT_TO,2025-02-19 15:55:58,2711,2440,29-AX-08,POINT (-9.166279792785645 38.73699951171875)
2992_71B,45267_20250101_278_0_12,278_0,0,38.74977111816406,-9.1912202835083,2,IN_TRANSIT_TO,2025-02-19 15:55:41,10804,2992,29-VM-95,POINT (-9.1912202835083 38.74977111816406)
6010_706,3235_20250101_147_0_6,147_0,0,38.73334884643555,-9.132880210876465,22,IN_TRANSIT_TO,2025-02-19 15:55:54,504,6010,81-ZC-09,POINT (-9.132880210876465 38.73334884643555)
558_28E,14998_20250101_75_0_13,75_0,1,38.723350524902344,-9.131699562072754,18,IN_TRANSIT_TO,2025-02-19 15:55:29,9126,558,,POINT (-9.131699562072754 38.723350524902344)
603_15E,11186_20250101_76_0_11,76_0,0,38.69779968261719,-9.223380088806152,17,IN_TRANSIT_TO,2025-02-19 15:55:28,13204,603,,POINT (-9.223380088806152 38.69779968261719)
4604_750,6390_20250101_106_0_10,106_0,0,38.75975036621094,-9.155750274658203,16,IN_TRANSIT_TO,2025-02-19 15:55:22,5810,4604,96-GL-82,POINT (-9.155750274658203 38.75975036621094)
2250_731,19403_20240727_190_0_8,190_0,1,38.78303146362305,-9.114009857177734,3,IN_TRANSIT_TO,2024-08-10 10:41:27,12610,2250,80-41-ZE,POINT (-9.114009857177734 38.78303146362305)
4602_750,6283_20250101_106_0_2,106_0,1,38.748680114746094,-9.188220024108887,18,IN_TRANSIT_TO,2025-02-19 15:55:30,10805,4602,96-GL-80,POINT (-9.188220024108887 38.748680114746094)
2795_764,7158_20250101_168_0_13,168_0,1,38.75667953491211,-9.17782974243164,25,IN_TRANSIT_TO,2025-02-19 15:55:45,13605,2795,AJ-55-LI,POINT (-9.17782974243164 38.75667953491211)
6033_760,7098_20250101_171_0_9,171_0,0,38.70637893676758,-9.145279884338379,12,IN_TRANSIT_TO,2025-02-19 15:55:48,3802,6033,BF-92-AZ,POINT (-9.145279884338379 38.70637893676758)
4620_728,4601_20250101_204_0_8,204_0,0,38.70637893676758,-9.155349731445312,17,IN_TRANSIT_TO,2025-02-19 15:55:47,3901,4620,22-GP-54,POINT (-9.155349731445312 38.70637893676758)
2955_798,8190_20250101_194_0_21,194_0,0,38.77465057373047,-9.147419929504395,11,IN_TRANSIT_TO,2025-02-19 15:55:30,11501,2955,27-GU-70,POINT (-9.147419929504395 38.77465057373047)
2951_29B,17524_20250101_209_0_15,209_0,0,38.7642707824707,-9.12047004699707,30,IN_TRANSIT_TO,2025-02-19 15:55:56,7521,2951,62-GQ-53,POINT (-9.12047004699707 38.7642707824707)
4642_750,6335_20250101_106_0_9,106_0,0,38.733699798583984,-9.20753002166748,31,IN_TRANSIT_TO,2025-02-19 15:55:24,8808,4642,90-JI-99,POINT (-9.20753002166748 38.733699798583984)
4816_751,6498_20250101_109_0_16,109_0,0,38.70240020751953,-9.18043041229248,9,IN_TRANSIT_TO,2025-02-19 15:55:50,12121,4816,34-VR-17,POINT (-9.18043041229248 38.70240020751953)
4614_728,4698_20250101_204_0_7,204_0,1,38.731231689453125,-9.105449676513672,23,IN_TRANSIT_TO,2025-02-19 15:55:50,8314,4614,96-GL-90,POINT (-9.105449676513672 38.731231689453125)
2950_26B,17510_20250101_208_0_16,208_0,1,38.76742935180664,-9.101079940795898,7,IN_TRANSIT_TO,2025-02-19 15:55:36,7825,2950,62-GQ-51,POINT (-9.101079940795898 38.76742935180664)
2945_29B,17534_20250101_209_0_15,209_0,0,38.76102828979492,-9.109169960021973,7,IN_TRANSIT_TO,2025-02-19 15:55:52,8441,2945,75-GO-14,POINT (-9.109169960021973 38.76102828979492)
4631_796,8144_20250101_174_0_28,174_0,1,38.788150787353516,-9.158530235290527,6,IN_TRANSIT_TO,2025-02-19 15:54:37,11620,4631,02-JN-86,POINT (-9.158530235290527 38.788150787353516)
4630_783,7857_20250101_203_0_10,203_0,1,38.723670959472656,-9.163470268249512,30,IN_TRANSIT_TO,2025-02-19 15:55:35,8501,4630,02-JN-85,POINT (-9.163470268249512 38.723670959472656)
2973_774,7450_20250101_192_0_23,192_0,0,38.720481872558594,-9.164030075073242,5,IN_TRANSIT_TO,2025-02-19 15:55:54,8027,2973,30-VM-13,POINT (-9.164030075073242 38.720481872558594)
4818_751,6523_20250101_109_0_2,109_0,1,38.69947052001953,-9.224929809570312,12,IN_TRANSIT_TO,2025-02-19 15:55:35,4204,4818,42-VT-57,POINT (-9.224929809570312 38.69947052001953)
2688_714,3709_20250101_102_0_11,102_0,0,38.704498291015625,-9.165980339050293,8,IN_TRANSIT_TO,2025-02-19 15:55:54,10212,2688,93-XA-35,POINT (-9.165980339050293 38.704498291015625)
2699_713,3605_20250101_122_0_10,122_0,1,38.70709991455078,-9.161069869995117,14,IN_TRANSIT_TO,2025-02-19 15:55:52,10010,2699,92-XQ-25,POINT (-9.161069869995117 38.70709991455078)
2693_711,3475_20250101_101_0_12,101_0,1,38.71604919433594,-9.179730415344238,24,IN_TRANSIT_TO,2025-02-19 15:55:55,11804,2693,90-XF-46,POINT (-9.179730415344238 38.71604919433594)
2694_746,5977_20250101_108_0_17,108_0,0,38.741729736328125,-9.169130325317383,9,IN_TRANSIT_TO,2025-02-19 15:55:44,50472,2694,90-XF-49,POINT (-9.169130325317383 38.741729736328125)
2669_709,3412_20250101_148_0_20,148_0,0,38.715980529785156,-9.141579627990723,3,IN_TRANSIT_TO,2025-02-19 15:55:03,1003,2669,87-XB-34,POINT (-9.141579627990723 38.715980529785156)
6048_732,5096_20250101_107_0_6,107_0,1,38.71323013305664,-9.13877010345459,30,IN_TRANSIT_TO,2025-02-19 15:55:58,5519,6048,BH-46-IR,POINT (-9.13877010345459 38.71323013305664)
2705_754,6615_20250101_201_0_11,201_0,0,38.73447036743164,-9.220499992370605,28,IN_TRANSIT_TO,2025-02-19 15:55:49,50328,2705,92-XQ-29,POINT (-9.220499992370605 38.73447036743164)
2683_776,7489_20250101_193_0_36,193_0,0,38.70616912841797,-9.252229690551758,11,IN_TRANSIT_TO,2025-02-19 15:55:55,50406,2683,99-XE-55,POINT (-9.252229690551758 38.70616912841797)
