id,trip_id,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp,stop_id,vehicle_id,license_plate,geometry
2254_758,6868_20250401_150_0_17,150_0,0,38.72774887084961,-9.162099838256836,13,IN_TRANSIT_TO,2025-04-03 20:52:34,6119,2254,80-51-ZE,POINT (-9.162099838256836 38.72774887084961)
558_18E,12204_20250401_78_0_22,78_0,1,38.70098114013672,-9.180729866027832,20,IN_TRANSIT_TO,2025-04-03 20:47:17,3803,558,,POINT (-9.180729866027832 38.70098114013672)
603_15E,11228_20250401_76_0_23,76_0,0,38.69594955444336,-9.218879699707031,17,IN_TRANSIT_TO,2025-04-03 20:52:05,13204,603,,POINT (-9.218879699707031 38.69594955444336)
4604_750,6410_20250401_106_0_3,106_0,0,38.733619689941406,-9.207650184631348,32,IN_TRANSIT_TO,2025-04-03 20:52:19,8804,4604,96-GL-82,POINT (-9.207650184631348 38.733619689941406)
2250_731,19403_20240727_190_0_8,190_0,1,38.78303146362305,-9.114009857177734,3,IN_TRANSIT_TO,2024-08-10 10:41:27,12610,2250,80-41-ZE,POINT (-9.114009857177734 38.78303146362305)
612_15E,11254_20250401_76_0_25,76_0,0,38.70404815673828,-9.161179542541504,3,IN_TRANSIT_TO,2025-04-03 20:52:29,3902,612,,POINT (-9.161179542541504 38.70404815673828)
2321_712,3566_20250401_189_0_20,189_0,0,38.72787857055664,-9.143549919128418,15,IN_TRANSIT_TO,2025-04-03 20:52:12,6608,2321,04-47-ZF,POINT (-9.143549919128418 38.72787857055664)
2494_720,4087_20250401_143_1_20,143_1,1,38.70320129394531,-9.179670333862305,1,IN_TRANSIT_TO,2025-04-03 20:52:32,9511,2494,88-BL-68,POINT (-9.179670333862305 38.70320129394531)
2951_29B,17524_20250401_209_0_25,209_0,0,38.764469146728516,-9.124099731445312,28,IN_TRANSIT_TO,2025-04-03 20:52:04,7519,2951,62-GQ-53,POINT (-9.124099731445312 38.764469146728516)
4642_750,6355_20250401_106_0_4,106_0,1,38.74961853027344,-9.193079948425293,16,IN_TRANSIT_TO,2025-04-03 20:50:51,10835,4642,90-JI-99,POINT (-9.193079948425293 38.74961853027344)
4616_750,6268_20250401_106_0_3,106_0,0,38.75934982299805,-9.13778018951416,11,IN_TRANSIT_TO,2025-04-03 20:52:09,11308,4616,22-GP-50,POINT (-9.13778018951416 38.75934982299805)
4822_736,5319_20250401_199_0_17,199_0,0,38.782928466796875,-9.163519859313965,23,IN_TRANSIT_TO,2025-04-03 20:52:35,7203,4822,58-VS-27,POINT (-9.163519859313965 38.782928466796875)
2688_714,3684_20250401_102_0_7,102_0,0,38.722679138183594,-9.229849815368652,40,IN_TRANSIT_TO,2025-04-03 20:52:33,18602,2688,93-XA-35,POINT (-9.229849815368652 38.722679138183594)
2690_727,4518_20250401_103_0_6,103_0,1,38.74237823486328,-9.1466703414917,41,IN_TRANSIT_TO,2025-04-03 20:52:19,1805,2690,99-XE-57,POINT (-9.1466703414917 38.74237823486328)
6048_760,7066_20250401_171_0_14,171_0,0,38.706268310546875,-9.155969619750977,14,IN_TRANSIT_TO,2025-04-03 20:52:18,3902,6048,BH-46-IR,POINT (-9.155969619750977 38.706268310546875)
2676_776,7489_20250401_193_0_57,193_0,1,38.69892120361328,-9.234479904174805,8,IN_TRANSIT_TO,2025-04-03 20:52:08,14907,2676,87-XB-40,POINT (-9.234479904174805 38.69892120361328)
2671_738,5553_20250401_117_0_16,117_0,1,38.72492980957031,-9.149049758911133,16,IN_TRANSIT_TO,2025-04-03 20:52:16,1207,2671,87-XB-43,POINT (-9.149049758911133 38.72492980957031)
2681_711,3497_20250401_101_0_7,101_0,0,38.75199890136719,-9.210579872131348,25,IN_TRANSIT_TO,2025-04-03 20:52:25,11006,2681,93-XA-41,POINT (-9.210579872131348 38.75199890136719)
2964_774,7457_20250401_192_1_34,192_1,1,38.721649169921875,-9.151670455932617,6,IN_TRANSIT_TO,2025-04-03 20:52:11,6820,2964,30-VM-19,POINT (-9.151670455932617 38.721649169921875)
604_15E,11238_20250401_76_0_21,76_0,0,38.69953155517578,-9.185179710388184,9,IN_TRANSIT_TO,2025-04-03 20:52:25,9504,604,,POINT (-9.185179710388184 38.69953155517578)
2718_711,3512_20250401_101_0_15,101_0,0,38.725120544433594,-9.155220031738281,7,IN_TRANSIT_TO,2025-04-03 20:52:20,1209,2718,92-XQ-23,POINT (-9.155220031738281 38.725120544433594)
2723_714,3662_20250401_102_0_18,102_0,1,38.7174186706543,-9.209930419921875,9,IN_TRANSIT_TO,2025-04-03 20:52:16,18111,2723,92-XQ-43,POINT (-9.209930419921875 38.7174186706543)
4634_783,7846_20250401_203_0_17,203_0,0,38.753150939941406,-9.150099754333496,13,IN_TRANSIT_TO,2025-04-03 20:52:17,2017,4634,11-JM-78,POINT (-9.150099754333496 38.753150939941406)
2844_728,4681_20250401_204_0_13,204_0,1,38.706268310546875,-9.155900001525879,37,IN_TRANSIT_TO,2025-04-03 20:52:25,3902,2844,BF-73-FZ,POINT (-9.155900001525879 38.706268310546875)
2288_731,4974_20250401_190_0_17,190_0,0,38.77909851074219,-9.105480194091797,33,IN_TRANSIT_TO,2025-04-03 20:52:23,7902,2288,92-59-ZM,POINT (-9.105480194091797 38.77909851074219)
2295_724,4236_20250401_178_0_25,178_0,0,38.76082992553711,-9.196869850158691,26,IN_TRANSIT_TO,2025-04-03 20:52:10,13711,2295,92-53-ZM,POINT (-9.196869850158691 38.76082992553711)
2763_728,36654_20250401_204_1_2,204_1,1,38.74747848510742,-9.097869873046875,17,IN_TRANSIT_TO,2025-04-03 20:52:20,2203,2763,AH-23-ND,POINT (-9.097869873046875 38.74747848510742)
608_15E,11186_20250401_76_0_24,76_0,1,38.69916915893555,-9.229419708251953,1,IN_TRANSIT_TO,2025-04-03 20:52:14,4215,608,,POINT (-9.229419708251953 38.69916915893555)
2257_760,7095_20250401_171_0_10,171_0,1,38.71181869506836,-9.135880470275879,32,IN_TRANSIT_TO,2025-04-03 20:52:07,5519,2257,80-50-ZE,POINT (-9.135880470275879 38.71181869506836)
