id,trip_id,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp,stop_id,vehicle_id,license_plate,geometry
4645_750,6290_20260101_106_0_3,106_0,0,38.762481689453125,-9.130319595336914,10,IN_TRANSIT_TO,2026-01-16 07:14:20,7515,4645,98-JO-46,POINT (-9.130319595336914 38.762481689453125)
4648_728,4700_20260101_204_0_3,204_0,1,38.74489974975586,-9.100950241088867,18,IN_TRANSIT_TO,2026-01-16 07:14:41,50337,4648,98-JO-47,POINT (-9.100950241088867 38.74489974975586)
4637_783,7835_20260101_203_0_3,203_0,0,38.76219940185547,-9.130370140075684,17,IN_TRANSIT_TO,2026-01-16 07:13:30,11305,4637,98-JO-44,POINT (-9.130370140075684 38.76219940185547)
2253_768,7335_20260101_111_0_4,111_0,1,38.77104949951172,-9.193530082702637,4,IN_TRANSIT_TO,2026-01-16 07:14:24,14103,2253,80-52-ZE,POINT (-9.193530082702637 38.77104949951172)
4606_728,4601_20260101_204_0_2,204_0,0,38.708229064941406,-9.133429527282715,22,IN_TRANSIT_TO,2026-01-16 07:14:15,4505,4606,96-GL-83,POINT (-9.133429527282715 38.708229064941406)
2254_799,8217_20260101_120_0_3,120_0,1,38.739498138427734,-9.221630096435547,0,IN_TRANSIT_TO,2026-01-16 07:14:43,,2254,80-51-ZE,POINT (-9.221630096435547 38.739498138427734)
6022_760,7022_20260101_171_0_2,171_0,0,38.72251892089844,-9.13932991027832,4,IN_TRANSIT_TO,2026-01-16 07:14:31,9211,6022,BF-48-BB,POINT (-9.13932991027832 38.72251892089844)
2317_712,3558_20260101_189_0_2,189_0,1,38.70735168457031,-9.172730445861816,2,IN_TRANSIT_TO,2026-01-16 07:14:38,9402,2317,61-86-ZB,POINT (-9.172730445861816 38.70735168457031)
2766_742,5687_20260101_114_0_4,114_0,1,38.71406936645508,-9.1741304397583,24,IN_TRANSIT_TO,2026-01-16 07:14:31,9406,2766,AH-40-ND,POINT (-9.1741304397583 38.71406936645508)
2250_731,19403_20240727_190_0_8,190_0,1,38.78303146362305,-9.114009857177734,3,IN_TRANSIT_TO,2024-08-10 10:41:27,12610,2250,80-41-ZE,POINT (-9.114009857177734 38.78303146362305)
4602_750,6393_20260101_106_0_2,106_0,1,38.744869232177734,-9.199749946594238,13,IN_TRANSIT_TO,2026-01-16 07:14:42,2812,4602,96-GL-80,POINT (-9.199749946594238 38.744869232177734)
2292_724,4222_20260101_178_0_4,178_0,1,38.74480056762695,-9.198869705200195,13,IN_TRANSIT_TO,2026-01-16 07:14:37,2805,2292,83-16-ZM,POINT (-9.198869705200195 38.74480056762695)
612_15E,11212_20260101_76_0_3,76_0,0,38.69691848754883,-9.206230163574219,17,IN_TRANSIT_TO,2026-01-16 07:14:40,9610,612,,POINT (-9.206230163574219 38.69691848754883)
2795_727,4463_20260101_103_0_2,103_0,1,38.70903015136719,-9.203129768371582,7,IN_TRANSIT_TO,2026-01-16 07:14:25,12915,2795,AJ-55-LI,POINT (-9.203129768371582 38.70903015136719)
2494_720,4094_20260101_143_0_5,143_0,0,38.7388801574707,-9.120420455932617,0,IN_TRANSIT_TO,2026-01-16 07:14:39,,2494,88-BL-68,POINT (-9.120420455932617 38.7388801574707)
2830_728,4581_20260101_204_0_4,204_0,0,38.76810073852539,-9.104169845581055,43,IN_TRANSIT_TO,2026-01-16 07:14:32,7825,2830,BF-57-FZ,POINT (-9.104169845581055 38.76810073852539)
2346_731,41474_20260101_190_0_3,190_0,0,38.74163055419922,-9.156200408935547,5,IN_TRANSIT_TO,2026-01-16 07:14:30,3301,2346,62-93-ZG,POINT (-9.156200408935547 38.74163055419922)
2951_29B,17527_20251202_209_0_13,209_0,0,38.77273178100586,-9.1181001663208,22,IN_TRANSIT_TO,2025-12-17 14:32:48,50347,2951,62-GQ-53,POINT (-9.1181001663208 38.77273178100586)
2954_765,18944_20260101_110_0_6,110_0,1,38.752628326416016,-9.208999633789062,0,IN_TRANSIT_TO,2026-01-16 07:14:32,,2954,62-GQ-56,POINT (-9.208999633789062 38.752628326416016)
2624_718,3975_20260101_105_0_3,105_0,1,38.732421875,-9.128950119018555,6,IN_TRANSIT_TO,2026-01-16 07:14:39,502,2624,72-VP-82,POINT (-9.128950119018555 38.732421875)
4642_750,6313_20260101_106_0_4,106_0,0,38.75619888305664,-9.103269577026367,4,IN_TRANSIT_TO,2026-01-16 07:14:34,2320,4642,90-JI-99,POINT (-9.103269577026367 38.75619888305664)
4816_751,6459_20260101_109_0_2,109_0,0,38.703948974609375,-9.178979873657227,9,IN_TRANSIT_TO,2026-01-16 07:14:24,12121,4816,34-VR-17,POINT (-9.178979873657227 38.703948974609375)
4616_750,6401_20260101_106_0_3,106_0,1,38.71773147583008,-9.219149589538574,5,IN_TRANSIT_TO,2026-01-16 07:14:32,18402,4616,22-GP-50,POINT (-9.219149589538574 38.71773147583008)
2950_29B,17524_20260101_209_0_2,209_0,0,38.77885055541992,-9.119669914245605,18,IN_TRANSIT_TO,2026-01-16 07:14:40,12311,2950,62-GQ-51,POINT (-9.119669914245605 38.77885055541992)
4641_750,6335_20260101_106_0_2,106_0,1,38.766929626464844,-9.104029655456543,38,IN_TRANSIT_TO,2026-01-16 07:14:26,2315,4641,90-JI-98,POINT (-9.104029655456543 38.766929626464844)
2945_31B,17538_20260101_210_0_2,210_0,0,38.74821853637695,-9.11322021484375,20,IN_TRANSIT_TO,2026-01-16 07:14:35,3713,2945,75-GO-14,POINT (-9.11322021484375 38.74821853637695)
2949_26B,17510_20260101_208_0_2,208_0,1,38.77164840698242,-9.107549667358398,13,IN_TRANSIT_TO,2026-01-16 07:14:31,7809,2949,62-GQ-52,POINT (-9.107549667358398 38.77164840698242)
4646_750,6262_20260101_106_0_3,106_0,0,38.749149322509766,-9.19081974029541,22,IN_TRANSIT_TO,2026-01-16 07:14:16,10806,4646,11-JM-79,POINT (-9.19081974029541 38.749149322509766)
2973_45B,49562_20260101_277_0_2,277_0,1,38.75965118408203,-9.15507984161377,14,IN_TRANSIT_TO,2026-01-16 07:14:28,5803,2973,30-VM-13,POINT (-9.15507984161377 38.75965118408203)
4818_750,63955_20260101_106_0_2,106_0,0,38.745079040527344,-9.200630187988281,26,IN_TRANSIT_TO,2026-01-16 07:14:21,2806,4818,42-VT-57,POINT (-9.200630187988281 38.745079040527344)
2699_713,20157_20260101_122_0_2,122_0,1,38.70500183105469,-9.170280456542969,9,IN_TRANSIT_TO,2026-01-16 07:14:14,10207,2699,92-XQ-25,POINT (-9.170280456542969 38.70500183105469)
2692_764,7135_20260101_168_0_3,168_0,0,38.74311828613281,-9.205769538879395,22,IN_TRANSIT_TO,2026-01-16 07:14:16,8814,2692,90-XF-62,POINT (-9.205769538879395 38.74311828613281)
2690_754,6609_20260101_201_0_2,201_0,1,38.74671936035156,-9.189629554748535,21,IN_TRANSIT_TO,2026-01-16 07:14:36,10815,2690,99-XE-57,POINT (-9.189629554748535 38.74671936035156)
2693_709,3384_20260101_148_0_4,148_0,0,38.71413040161133,-9.169400215148926,12,IN_TRANSIT_TO,2026-01-16 07:14:25,8018,2693,90-XF-46,POINT (-9.169400215148926 38.71413040161133)
2669_711,3509_20260101_101_0_3,101_0,0,38.733421325683594,-9.19083023071289,13,IN_TRANSIT_TO,2026-01-16 07:14:39,8705,2669,87-XB-34,POINT (-9.19083023071289 38.733421325683594)
6048_732,5044_20260101_107_0_2,107_0,1,38.73017883300781,-9.143580436706543,36,IN_TRANSIT_TO,2026-01-16 07:14:25,6601,6048,BH-46-IR,POINT (-9.143580436706543 38.73017883300781)
2695_723,4183_20260101_121_0_3,121_0,0,38.72391891479492,-9.163069725036621,9,IN_TRANSIT_TO,2026-01-16 07:14:42,8501,2695,90-XF-50,POINT (-9.163069725036621 38.72391891479492)
4836_736,5351_20260101_199_0_2,199_0,1,38.761268615722656,-9.157349586486816,14,IN_TRANSIT_TO,2026-01-16 07:14:38,5808,4836,34-VR-23,POINT (-9.157349586486816 38.761268615722656)
2705_713,3592_20260101_122_0_3,122_0,0,38.7093505859375,-9.162199974060059,20,IN_TRANSIT_TO,2026-01-16 07:13:52,10013,2705,92-XQ-29,POINT (-9.162199974060059 38.7093505859375)
2684_727,4553_20260101_103_0_2,103_0,1,38.7087287902832,-9.151450157165527,28,IN_TRANSIT_TO,2026-01-16 07:14:37,7105,2684,99-XE-59,POINT (-9.151450157165527 38.7087287902832)
6047_760,7039_20260101_171_3_4,171_3,1,38.72249984741211,-9.139300346374512,38,IN_TRANSIT_TO,2026-01-16 07:14:15,9213,6047,BH-20-IP,POINT (-9.139300346374512 38.72249984741211)
6046_732,5062_20260101_107_0_2,107_0,1,38.70301818847656,-9.193679809570312,15,IN_TRANSIT_TO,2026-01-16 07:14:38,13401,6046,BH-73-IR,POINT (-9.193679809570312 38.70301818847656)
4619_750,6372_20260101_106_0_2,106_0,1,38.762699127197266,-9.103630065917969,36,IN_TRANSIT_TO,2026-01-16 07:14:24,2311,4619,22-GP-53,POINT (-9.103630065917969 38.762699127197266)
4643_728,4669_20260101_204_0_3,204_0,1,38.70425033569336,-9.160280227661133,37,IN_TRANSIT_TO,2026-01-16 07:14:28,3902,4643,98-JO-45,POINT (-9.160280227661133 38.70425033569336)
2677_764,7142_20260101_168_0_4,168_0,0,38.75838088989258,-9.179920196533203,10,IN_TRANSIT_TO,2026-01-16 07:14:39,13606,2677,87-XB-41,POINT (-9.179920196533203 38.75838088989258)
2681_748,6151_20260101_169_0_2,169_0,1,38.707828521728516,-9.222200393676758,6,IN_TRANSIT_TO,2026-01-16 07:14:35,14311,2681,93-XA-41,POINT (-9.222200393676758 38.707828521728516)
2679_727,4545_20260101_103_0_8,103_0,1,38.74462890625,-9.14717960357666,42,IN_TRANSIT_TO,2026-01-16 07:14:43,1903,2679,93-XA-34,POINT (-9.14717960357666 38.74462890625)
2672_727,4552_20260101_103_0_2,103_0,1,38.71337127685547,-9.153169631958008,30,IN_TRANSIT_TO,2026-01-16 07:14:15,6701,2672,87-XB-44,POINT (-9.153169631958008 38.71337127685547)
6001_732,5085_20260101_107_0_2,107_0,0,38.699798583984375,-9.191570281982422,30,IN_TRANSIT_TO,2026-01-16 07:14:24,9512,6001,99-XU-70,POINT (-9.191570281982422 38.699798583984375)
2675_714,3697_20260101_102_0_3,102_0,0,38.7169303894043,-9.210249900817871,29,IN_TRANSIT_TO,2026-01-16 07:14:42,10404,2675,87-XB-35,POINT (-9.210249900817871 38.7169303894043)
2962_763,46426_20260101_282_0_3,282_0,0,38.77614974975586,-9.164119720458984,6,IN_TRANSIT_TO,2026-01-16 07:14:11,5912,2962,30-VM-07,POINT (-9.164119720458984 38.77614974975586)
2961_797,8161_20260101_163_0_7,163_0,1,38.7293701171875,-9.131329536437988,4,IN_TRANSIT_TO,2026-01-16 07:14:17,7005,2961,26-VD-02,POINT (-9.131329536437988 38.7293701171875)
4819_751,6437_20260101_109_0_5,109_0,0,38.69990158081055,-9.2147798538208,19,IN_TRANSIT_TO,2026-01-16 07:14:36,9714,4819,34-VR-16,POINT (-9.2147798538208 38.69990158081055)
2718_738,5553_20260101_117_0_2,117_0,1,38.70452117919922,-9.183119773864746,2,IN_TRANSIT_TO,2026-01-16 07:14:20,12003,2718,92-XQ-23,POINT (-9.183119773864746 38.70452117919922)
6014_747,6114_20260101_177_0_3,177_0,0,38.766021728515625,-9.183079719543457,19,IN_TRANSIT_TO,2026-01-16 07:14:20,14111,6014,67-ZF-30,POINT (-9.183079719543457 38.766021728515625)
