id,trip_id,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp,stop_id,vehicle_id,license_plate,geometry
1742_203,12762_20250601_62_0_3,62_0,0,38.73365020751953,-9.134469985961914,52,IN_TRANSIT_TO,2025-07-06 01:07:53,517,1742,91-HR-99,POINT (-9.134469985961914 38.73365020751953)
2250_731,19403_20240727_190_0_8,190_0,1,38.78303146362305,-9.114009857177734,3,IN_TRANSIT_TO,2024-08-10 10:41:27,12610,2250,80-41-ZE,POINT (-9.114009857177734 38.78303146362305)
1745_203,12782_20250601_62_0_3,62_0,1,38.70431900024414,-9.18945026397705,45,IN_TRANSIT_TO,2025-07-06 01:07:50,12008,1745,92-HR-02,POINT (-9.18945026397705 38.70431900024414)
4631_783,7850_20250601_203_0_12,203_0,1,38.770118713378906,-9.126720428466797,10,IN_TRANSIT_TO,2025-06-30 15:27:01,12202,4631,02-JN-86,POINT (-9.126720428466797 38.770118713378906)
2841_201,12650_20250601_60_0_6,60_0,1,38.70943069458008,-9.224929809570312,6,IN_TRANSIT_TO,2025-07-06 01:07:52,14311,2841,BF-55-FZ,POINT (-9.224929809570312 38.70943069458008)
2495_735,5233_20250601_172_1_23,172_1,0,38.7711181640625,-9.147780418395996,19,IN_TRANSIT_TO,2025-07-06 00:18:06,509,2495,88-BL-69,POINT (-9.147780418395996 38.7711181640625)
2613_210,13556_20250601_66_0_2,66_0,0,38.77172088623047,-9.097330093383789,31,IN_TRANSIT_TO,2025-07-06 01:08:15,7805,2613,66-VI-22,POINT (-9.097330093383789 38.77172088623047)
2638_759,6912_20250601_144_0_21,144_0,0,38.75645065307617,-9.11217975616455,47,IN_TRANSIT_TO,2025-07-06 01:08:10,7825,2638,87-VS-48,POINT (-9.11217975616455 38.75645065307617)
2663_714,3697_20240914_102_0_16,102_0,1,38.72127151489258,-9.221500396728516,4,IN_TRANSIT_TO,2024-10-22 20:26:58,18703,2663,05-VZ-62,POINT (-9.221500396728516 38.72127151489258)
578_28E,15038_20250601_75_0_4,75_0,0,38.71670150756836,-9.13545036315918,1,IN_TRANSIT_TO,2025-06-06 13:01:53,819,578,,POINT (-9.13545036315918 38.71670150756836)
2782_202,12713_20250601_61_0_4,61_0,1,38.743980407714844,-9.177200317382812,24,IN_TRANSIT_TO,2025-07-06 01:07:56,10703,2782,AI-99-BS,POINT (-9.177200317382812 38.743980407714844)
2819_210,13547_20250601_66_0_3,66_0,1,38.7557487487793,-9.103349685668945,26,IN_TRANSIT_TO,2025-07-06 01:08:09,50164,2819,90-II-59,POINT (-9.103349685668945 38.7557487487793)
2813_210,13571_20250601_66_0_4,66_0,1,38.71207046508789,-9.124670028686523,43,IN_TRANSIT_TO,2025-07-06 01:01:15,2118,2813,90-II-53,POINT (-9.124670028686523 38.71207046508789)
2811_208,13066_20250601_65_0_3,65_0,0,38.75497055053711,-9.113570213317871,33,IN_TRANSIT_TO,2025-07-06 01:08:11,24377,2811,02-IH-00,POINT (-9.113570213317871 38.75497055053711)
1752_208,13069_20250601_65_0_2,65_0,0,38.71086883544922,-9.135379791259766,4,IN_TRANSIT_TO,2025-07-06 01:07:48,5603,1752,34-HU-18,POINT (-9.135379791259766 38.71086883544922)
2411_768,7320_20250601_111_2_10,111_2,1,38.75920104980469,-9.187350273132324,35,IN_TRANSIT_TO,2025-06-19 13:58:49,13509,2411,62-AL-11,POINT (-9.187350273132324 38.75920104980469)
2483_726,4270_20250601_116_0_25,116_0,0,38.758148193359375,-9.179579734802246,22,IN_TRANSIT_TO,2025-07-06 01:07:54,13606,2483,74-BC-66,POINT (-9.179579734802246 38.758148193359375)
2754_202,12695_20250601_61_0_2,61_0,0,38.74394989013672,-9.177080154418945,21,IN_TRANSIT_TO,2025-07-06 01:07:59,10706,2754,AG-01-TH,POINT (-9.177080154418945 38.74394989013672)
1743_203,12750_20250601_62_0_4,62_0,1,38.7336311340332,-9.133899688720703,11,IN_TRANSIT_TO,2025-07-06 01:07:58,509,1743,92-HR-00,POINT (-9.133899688720703 38.7336311340332)
1756_206,12945_20250601_136_0_1,136_0,1,38.70716857910156,-9.141579627990723,54,IN_TRANSIT_TO,2025-07-06 01:07:47,3820,1756,34-HU-22,POINT (-9.141579627990723 38.70716857910156)
1741_203,12771_20250601_62_0_4,62_0,0,38.70512008666992,-9.19927978515625,14,IN_TRANSIT_TO,2025-07-06 01:07:59,10301,1741,08-HN-24,POINT (-9.19927978515625 38.70512008666992)
1760_206,12966_20250601_136_0_4,136_0,1,38.75333023071289,-9.144269943237305,26,IN_TRANSIT_TO,2025-07-06 01:07:49,104,1760,34-HU-26,POINT (-9.144269943237305 38.75333023071289)
1758_207,13003_20250601_64_0_3,64_0,1,38.73334884643555,-9.145150184631348,34,IN_TRANSIT_TO,2025-07-06 01:07:47,1802,1758,34-HU-24,POINT (-9.145150184631348 38.73334884643555)
2289_731,5013_20250601_190_0_5,190_0,0,38.77473068237305,-9.103619575500488,29,IN_TRANSIT_TO,2025-06-20 07:26:48,7807,2289,92-60-ZM,POINT (-9.103619575500488 38.77473068237305)
2831_201,12658_20250601_60_0_5,60_0,0,38.70444869995117,-9.159729957580566,4,IN_TRANSIT_TO,2025-07-06 01:07:54,3902,2831,BF-72-FZ,POINT (-9.159729957580566 38.70444869995117)
208_41B,19386_20250601_232_0_4,232_0,1,38.78403091430664,-9.163450241088867,7,IN_TRANSIT_TO,2025-06-09 10:47:59,5905,208,33-47-XH,POINT (-9.163450241088867 38.78403091430664)
